,cv_name,validation_score,train_size,dim,noise_corr,sep,score_error,score_sem
1,100 splits,0.7016,100.0,300.0,0.0,5.0,-0.0086,0.00815505977906
0,loo,0.7217,100.0,300.0,0.0,5.0,0.1183,0.0366606055596
1,100 splits,0.7217,100.0,300.0,0.0,5.0,0.0613,0.00627933117458
0,loo,0.7142,100.0,300.0,0.0,5.0,-0.0342,0.0466476151588
1,100 splits,0.7142,100.0,300.0,0.0,5.0,-0.0067,0.00619223303825
0,loo,0.7112,100.0,300.0,0.0,5.0,-0.0112,0.0458257569496
1,100 splits,0.7112,100.0,300.0,0.0,5.0,0.00655,0.00604046252368
0,loo,0.6937,100.0,300.0,0.0,5.0,-0.0137,0.0466476151588
1,100 splits,0.6937,100.0,300.0,0.0,5.0,-0.02145,0.00629183498671
0,loo,0.712,100.0,300.0,0.0,5.0,-0.042,0.047021271782
1,100 splits,0.712,100.0,300.0,0.0,5.0,-0.01975,0.00630572656401
0,loo,0.7198,100.0,300.0,0.0,5.0,0.0102,0.0443959457608
1,100 splits,0.7198,100.0,300.0,0.0,5.0,0.01845,0.00570063044759
0,loo,0.6807,100.0,300.0,0.0,5.0,0.0393,0.0448998886413
1,100 splits,0.6807,100.0,300.0,0.0,5.0,0.0173,0.00541802547059
0,loo,0.7177,100.0,300.0,0.0,5.0,0.0223,0.0438634243989
1,100 splits,0.7177,100.0,300.0,0.0,5.0,-0.00195,0.00559662286562
0,loo,0.6949,100.0,300.0,0.0,5.0,0.0251,0.0448998886413
1,100 splits,0.6949,100.0,300.0,0.0,5.0,0.0031,0.00744009408543
0,loo,0.7169,100.0,300.0,0.0,5.0,0.1231,0.0366606055596
1,100 splits,0.7169,100.0,300.0,0.0,5.0,0.0596,0.00646055338187
0,loo,0.6935,100.0,300.0,0.0,5.0,-0.0435,0.0476969600708
1,100 splits,0.6935,100.0,300.0,0.0,5.0,-0.011,0.0062524995002
0,loo,0.7301,100.0,300.0,0.0,5.0,0.0599,0.0407308237088
1,100 splits,0.7301,100.0,300.0,0.0,5.0,0.0064,0.00672411704241
0,loo,0.6734,100.0,300.0,0.0,5.0,0.0366,0.0453762052182
1,100 splits,0.6734,100.0,300.0,0.0,5.0,0.0001,0.00634340208406
0,loo,0.6903,100.0,300.0,0.0,5.0,-0.0403,0.0476969600708
1,100 splits,0.6903,100.0,300.0,0.0,5.0,-0.08305,0.00677677559758
0,loo,0.6992,100.0,300.0,0.0,5.0,0.0908,0.0407308237088
1,100 splits,0.6992,100.0,300.0,0.0,5.0,0.0953,0.00438448970805
0,loo,0.7164,100.0,300.0,0.0,5.0,-0.0164,0.0458257569496
1,100 splits,0.7164,100.0,300.0,0.0,5.0,-0.0304,0.00717774337797
0,loo,0.7261,100.0,300.0,0.0,5.0,-0.0261,0.0458257569496
1,100 splits,0.7261,100.0,300.0,0.0,5.0,-0.0336,0.00555371497288
0,loo,0.7025,100.0,300.0,0.0,5.0,-0.0925,0.048774993593
1,100 splits,0.7025,100.0,300.0,0.0,5.0,-0.10425,0.00709205100799
0,loo,0.7174,100.0,300.0,0.0,5.0,0.0126,0.0443959457608
1,100 splits,0.7174,100.0,300.0,0.0,5.0,0.0056,0.00664115953731
0,loo,0.6982,100.0,300.0,0.0,5.0,0.0618,0.0427083130081
1,100 splits,0.6982,100.0,300.0,0.0,5.0,0.0498,0.0074568760215
0,loo,0.728,100.0,300.0,0.0,5.0,-0.108,0.048538644398
1,100 splits,0.728,100.0,300.0,0.0,5.0,-0.13025,0.00681264908094
0,loo,0.7359,100.0,300.0,0.0,5.0,-0.0459,0.0462493243194
1,100 splits,0.7359,100.0,300.0,0.0,5.0,-0.0294,0.00764288885174
